"","entrezgene","uniprot_gn","ensembl_gene_id","external_gene_name","description"
"51",191479,"Q9N4M3","WBGene00000045","acr-6","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q9N4M3]"
"52",174262,"P45963","WBGene00000046","acr-7","Acetylcholine receptor subunit alpha-type acr-7  [Source:UniProtKB/Swiss-Prot;Acc:P45963]"
"53",181246,"Q23355","WBGene00000047","acr-8","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q23355]"
"54",181246,"F2YQX1","WBGene00000047","acr-8","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q23355]"
"55",191597,"Q18556","WBGene00000048","acr-9","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q18556]"
"56",191598,"Q21645","WBGene00000049","acr-10","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q21645]"
"57",191599,"P91197","WBGene00000050","acr-11","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:P91197]"
"58",181475,"G5EDF1","WBGene00000051","acr-12","AcetylCholine Receptor; Nicotinic acetylcholine receptor-like subunit ACR-12  [Source:UniProtKB/TrEMBL;Acc:G5EDF1]"
"59",181475,"A0A0K3ATC5","WBGene00000051","acr-12","AcetylCholine Receptor; Nicotinic acetylcholine receptor-like subunit ACR-12  [Source:UniProtKB/TrEMBL;Acc:G5EDF1]"
"60",191601,"Q22224","WBGene00000053","acr-14","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q22224]"
"61",191602,"O16926","WBGene00000054","acr-15","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:O16926]"
"62",179235,"P48180","WBGene00000055","acr-16","Acetylcholine receptor subunit alpha-type acr-16  [Source:UniProtKB/Swiss-Prot;Acc:P48180]"
"63",191603,"Q6F6K3","WBGene00000056","acr-17","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q6F6K3]"
"64",191603,"A0A0M7RFG1","WBGene00000056","acr-17","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q6F6K3]"
"65",191603,"A0A0M7REC3","WBGene00000056","acr-17","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q6F6K3]"
"66",191603,"A0A0M7RDU0","WBGene00000056","acr-17","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q6F6K3]"
"67",191603,"Q6QWI8","WBGene00000056","acr-17","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q6F6K3]"
"68",191604,"G5EG72","WBGene00000057","acr-18","AcetylCholine Receptor; Acetylcholine receptor, one of nine alpha a7-like nicotinic acetylcholine receptor subunits (58.6 kD) (Acr-18)  [Source:UniProtKB/TrEMBL;Acc:G5EG72]"
"69",191605,"G5EGB5","WBGene00000058","acr-19","AcetylCholine Receptor; Acetylcholine receptor (63.2 kD) (Acr-19)  [Source:UniProtKB/TrEMBL;Acc:G5EGB5]"
"70",191605,"B3WFZ2","WBGene00000058","acr-19","AcetylCholine Receptor; Acetylcholine receptor (63.2 kD) (Acr-19)  [Source:UniProtKB/TrEMBL;Acc:G5EGB5]"
"71",187632,"Q7JKI4","WBGene00000059","acr-20","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q7JKI4]"
"72",187632,"B1Q281","WBGene00000059","acr-20","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q7JKI4]"
"73",187632,"Q9U398","WBGene00000059","acr-20","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q7JKI4]"
"74",187632,"Q6QWI5","WBGene00000059","acr-20","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q7JKI4]"
"75",185004,"Q9N5U8","WBGene00000060","acr-21","AcetylCholine Receptor  [Source:UniProtKB/TrEMBL;Acc:Q9N5U8]"
"76",181009,"G5EGR1","WBGene00000061","lgc-11","Acetylcholine receptor (51.1 kD) (Acr-22); Ligand-Gated ion Channel  [Source:UniProtKB/TrEMBL;Acc:G5EGR1]"
"77",191606,"A0A168H5T6","WBGene00000062","acr-23","Betaine receptor acr-23  [Source:UniProtKB/Swiss-Prot;Acc:G5EG88]"
"78",191606,"G5EG88","WBGene00000062","acr-23","Betaine receptor acr-23  [Source:UniProtKB/Swiss-Prot;Acc:G5EG88]"
"79",179533,"P0DM41","WBGene00000063","act-1","Actin-1  [Source:UniProtKB/Swiss-Prot;Acc:P0DM41]"
"80",179533,"P0DM42","WBGene00000063","act-1","Actin-1  [Source:UniProtKB/Swiss-Prot;Acc:P0DM41]"
"81",179535,"P0DM41","WBGene00000063","act-1","Actin-1  [Source:UniProtKB/Swiss-Prot;Acc:P0DM41]"
"82",179535,"P0DM42","WBGene00000063","act-1","Actin-1  [Source:UniProtKB/Swiss-Prot;Acc:P0DM41]"
"83",179534,"P10984","WBGene00000064","act-2","Actin-2  [Source:UniProtKB/Swiss-Prot;Acc:P10984]"
"84",179533,"P0DM41","WBGene00000065","act-3","Actin-1  [Source:UniProtKB/Swiss-Prot;Acc:P0DM41]"
"85",179533,"P0DM42","WBGene00000065","act-3","Actin-1  [Source:UniProtKB/Swiss-Prot;Acc:P0DM41]"
"86",179535,"P0DM41","WBGene00000065","act-3","Actin-1  [Source:UniProtKB/Swiss-Prot;Acc:P0DM41]"
"87",179535,"P0DM42","WBGene00000065","act-3","Actin-1  [Source:UniProtKB/Swiss-Prot;Acc:P0DM41]"
"88",180767,"Q95ZL1","WBGene00000066","act-4","Actin-4  [Source:UniProtKB/Swiss-Prot;Acc:P10986]"
"89",180767,"Q6A8K1","WBGene00000066","act-4","Actin-4  [Source:UniProtKB/Swiss-Prot;Acc:P10986]"
"90",180767,"P10986","WBGene00000066","act-4","Actin-4  [Source:UniProtKB/Swiss-Prot;Acc:P10986]"
"91",176793,"O45815","WBGene00000067","act-5","ACTin  [Source:UniProtKB/TrEMBL;Acc:O45815]"
"92",175622,"Q19523","WBGene00000068","acy-1","Adenylyl CYclase  [Source:UniProtKB/TrEMBL;Acc:Q19523]"
"93",191607,"O16880","WBGene00000069","acy-2","Adenylyl CYclase  [Source:UniProtKB/TrEMBL;Acc:O16880]"
"94",175489,"G5EE33","WBGene00000070","acy-3","Adenylyl CYclase  [Source:UniProtKB/TrEMBL;Acc:G5EE33]"
"95",178949,"Q966F9","WBGene00000071","acy-4","Adenylyl CYclase  [Source:UniProtKB/TrEMBL;Acc:Q966F9]"
"96",180760,"G8JYB0","WBGene00000072","add-1","Adducin-related protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9U9K0]"
"97",180760,"Q9U9K0","WBGene00000072","add-1","Adducin-related protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9U9K0]"
"98",179647,"Q1ZXU2","WBGene00000073","add-2","Adducin-related protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q20952]"
"99",179647,"Q20952","WBGene00000073","add-2","Adducin-related protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q20952]"
"100",181489,"G5EDW5","WBGene00000074","adm-2","ADAM (Disintegrin plus metalloprotease) family  [Source:UniProtKB/TrEMBL;Acc:G5EDW5]"
"101",181041,"Q94316","WBGene00000075","adm-4","ADAM (Disintegrin plus metalloprotease) family  [Source:UniProtKB/TrEMBL;Acc:Q94316]"
"102",172542,"G5EG30","WBGene00000079","adr-1","Adenosine Deaminase acting on RNA; Truncated ADR-1F  [Source:UniProtKB/TrEMBL;Acc:G5EG30]"
"103",172542,"G5EF17","WBGene00000079","adr-1","Adenosine Deaminase acting on RNA; Truncated ADR-1F  [Source:UniProtKB/TrEMBL;Acc:G5EG30]"
"104",172542,"Q86GC2","WBGene00000079","adr-1","Adenosine Deaminase acting on RNA; Truncated ADR-1F  [Source:UniProtKB/TrEMBL;Acc:G5EG30]"
"105",172542,"Q9U3D6","WBGene00000079","adr-1","Adenosine Deaminase acting on RNA; Truncated ADR-1F  [Source:UniProtKB/TrEMBL;Acc:G5EG30]"
"106",172542,"Q8I8H0","WBGene00000079","adr-1","Adenosine Deaminase acting on RNA; Truncated ADR-1F  [Source:UniProtKB/TrEMBL;Acc:G5EG30]"
"107",172542,"Q86GC3","WBGene00000079","adr-1","Adenosine Deaminase acting on RNA; Truncated ADR-1F  [Source:UniProtKB/TrEMBL;Acc:G5EG30]"
"108",172542,"Q8I8H1","WBGene00000079","adr-1","Adenosine Deaminase acting on RNA; Truncated ADR-1F  [Source:UniProtKB/TrEMBL;Acc:G5EG30]"
"109",172542,"Q8I8G9","WBGene00000079","adr-1","Adenosine Deaminase acting on RNA; Truncated ADR-1F  [Source:UniProtKB/TrEMBL;Acc:G5EG30]"
"110",176022,"Q22618","WBGene00000080","adr-2","Probable double-stranded RNA-specific adenosine deaminase  [Source:UniProtKB/Swiss-Prot;Acc:Q22618]"
"111",175192,"O45218","WBGene00000081","ads-1","Alkyldihydroxyacetonephosphate synthase  [Source:UniProtKB/Swiss-Prot;Acc:O45218]"
"112",181412,"G5ECS8","WBGene00000082","adt-1","ADAMTS family; ADT-1  [Source:UniProtKB/TrEMBL;Acc:G5ECS8]"
"113",181022,"Q19204","WBGene00000083","adt-2","ADAMTS family; ADAMTS-like protease  [Source:UniProtKB/TrEMBL;Acc:Q19204]"
"114",181022,"Q7Z291","WBGene00000083","adt-2","ADAMTS family; ADAMTS-like protease  [Source:UniProtKB/TrEMBL;Acc:Q19204]"
"115",181022,"Q7Z292","WBGene00000083","adt-2","ADAMTS family; ADAMTS-like protease  [Source:UniProtKB/TrEMBL;Acc:Q19204]"
"116",172519,"G5ECE1","WBGene00000084","aex-1","C2 domain-containing protein aex-1  [Source:UniProtKB/Swiss-Prot;Acc:G5EEU3]"
"117",172519,"G5EEU3","WBGene00000084","aex-1","C2 domain-containing protein aex-1  [Source:UniProtKB/Swiss-Prot;Acc:G5EEU3]"
"118",188491,"G5ECD9","WBGene00000085","aex-2","G-protein coupled receptor aex-2  [Source:UniProtKB/Swiss-Prot;Acc:G5ECD9]"
"119",180420,"O02626","WBGene00000086","aex-3","MAP kinase-activating death domain protein  [Source:UniProtKB/Swiss-Prot;Acc:O02626]"
"120",173358,"P91863","WBGene00000088","aex-5","Endoprotease aex-5  [Source:UniProtKB/Swiss-Prot;Acc:P91863]"
"121",173223,"G5EBS5","WBGene00000089","aex-6","Rab27  [Source:UniProtKB/TrEMBL;Acc:G5EBS5]"
"122",173223,"I7FXD9","WBGene00000089","aex-6","Rab27  [Source:UniProtKB/TrEMBL;Acc:G5EBS5]"
"123",174762,"A0A0K3ARF0","WBGene00000090","age-1","Phosphatidylinositol 3-kinase age-1  [Source:UniProtKB/Swiss-Prot;Acc:Q94125]"
"124",174762,"Q94125","WBGene00000090","age-1","Phosphatidylinositol 3-kinase age-1  [Source:UniProtKB/Swiss-Prot;Acc:Q94125]"
"125",180801,"Q19955","WBGene00000092","ags-3","Activator of G protein Signalling  [Source:UniProtKB/TrEMBL;Acc:Q19955]"
"126",180801,"A0A131MBW5","WBGene00000092","ags-3","Activator of G protein Signalling  [Source:UniProtKB/TrEMBL;Acc:Q19955]"
"127",180801,"A0A131MBA1","WBGene00000092","ags-3","Activator of G protein Signalling  [Source:UniProtKB/TrEMBL;Acc:Q19955]"
"128",180801,"A0A131MBC1","WBGene00000092","ags-3","Activator of G protein Signalling  [Source:UniProtKB/TrEMBL;Acc:Q19955]"
"129",180801,"A0A131MD77","WBGene00000092","ags-3","Activator of G protein Signalling  [Source:UniProtKB/TrEMBL;Acc:Q19955]"
"130",190454,"Q2HQK2","WBGene00000093","agt-1","AlkylGuanine DNA alkylTransferase  [Source:UniProtKB/TrEMBL;Acc:Q2HQK2]"
"131",190454,"Q9U1Y0","WBGene00000093","agt-1","AlkylGuanine DNA alkylTransferase  [Source:UniProtKB/TrEMBL;Acc:Q2HQK2]"
"132",184244,"Q19263","WBGene00000094","agt-2","AlkylGuanine DNA alkylTransferase  [Source:UniProtKB/TrEMBL;Acc:Q19263]"
"133",172889,"O02219","WBGene00000095","aha-1","Aryl hydrocarbon receptor nuclear translocator homolog  [Source:UniProtKB/Swiss-Prot;Acc:O02219]"
"134",172788,"O44712","WBGene00000096","ahr-1","Aryl hydrocarbon receptor protein 1  [Source:UniProtKB/Swiss-Prot;Acc:O44712]"
"135",179898,"Q9XUW8","WBGene00000097","aip-1","Arsenite Inducible Protein  [Source:UniProtKB/TrEMBL;Acc:Q9XUW8]"
"136",179202,"G5EDL3","WBGene00000098","air-1","Aurora/Ipl1 Related kinase; Aurora/Ipl1-related protein kinase 1  [Source:UniProtKB/TrEMBL;Acc:G5EDL3]"
"137",172268,"O01427","WBGene00000099","air-2","Aurora/IPL1-related protein kinase 2  [Source:UniProtKB/Swiss-Prot;Acc:O01427]"
"138",181148,"A0A1C3NSM8","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"139",181148,"H2KYC5","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"140",181148,"Q95ZY7","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"141",181148,"A0A1C3NSK1","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"142",181148,"A0A1C3NSP2","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"143",181148,"H2KYC4","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"144",181148,"A0A1C3NSL9","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"145",181148,"A0A1C3NSK9","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"146",181148,"A0A1C3NSQ2","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"147",181148,"A0A1C3NSL6","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"148",181148,"A0A1C3NSL1","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"149",181148,"H2KYC6","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"150",181148,"G4RTG4","WBGene00000100","ajm-1","Apical Junction Molecule  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSM8]"
"151",174216,"Q18930","WBGene00000101","aka-1","A Kinase Anchor protein; A kinase anchor protein  [Source:UniProtKB/TrEMBL;Acc:Q18930]"
"152",174216,"H2KZI9","WBGene00000101","aka-1","A Kinase Anchor protein; A kinase anchor protein  [Source:UniProtKB/TrEMBL;Acc:Q18930]"
"153",174216,"Q8MQ92","WBGene00000101","aka-1","A Kinase Anchor protein; A kinase anchor protein  [Source:UniProtKB/TrEMBL;Acc:Q18930]"
"154",179424,"Q17941","WBGene00000102","akt-1","Serine/threonine-protein kinase akt-1  [Source:UniProtKB/Swiss-Prot;Acc:Q17941]"
"155",181524,"Q9XTG7","WBGene00000103","akt-2","Serine/threonine-protein kinase akt-2  [Source:UniProtKB/Swiss-Prot;Acc:Q9XTG7]"
"156",181504,"G5EES3","WBGene00000105","alg-1","Argonaute-like  [Source:UniProtKB/TrEMBL;Acc:Q3LTR7]"
"157",181504,"G5EGR6","WBGene00000105","alg-1","Argonaute-like  [Source:UniProtKB/TrEMBL;Acc:Q3LTR7]"
"158",181504,"Q3LTR7","WBGene00000105","alg-1","Argonaute-like  [Source:UniProtKB/TrEMBL;Acc:Q3LTR7]"
"159",173468,"Q86B39","WBGene00000106","alg-2",""
"160",173468,"O16720","WBGene00000106","alg-2",""
"161",175691,"Q8IG19","WBGene00000107","alh-1","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q8IG19]"
"162",175691,"Q20780","WBGene00000107","alh-1","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q8IG19]"
"163",187001,"Q9TXM0","WBGene00000108","alh-2","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q9TXM0]"
"164",177999,"G5ECV9","WBGene00000109","alh-3","10-formyltetrahydrofolate dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:G5ECV9]"
"165",179026,"Q8MXJ7","WBGene00000110","alh-4","Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q8MXJ7]"
"166",179026,"O16518","WBGene00000110","alh-4","Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q8MXJ7]"
"167",179026,"Q86S57","WBGene00000110","alh-4","Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q8MXJ7]"
"168",178680,"O44555","WBGene00000111","alh-5","Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:O44555]"
"169",173510,"Q6A593","WBGene00000112","alh-6","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]"
"170",173510,"Q86N72","WBGene00000112","alh-6","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]"
"171",173510,"G4RZC3","WBGene00000112","alh-6","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]"
"172",173510,"G5EC31","WBGene00000112","alh-6","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]"
"173",174991,"O02266","WBGene00000113","alh-7","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:O02266]"
"174",174991,"G3MU66","WBGene00000113","alh-7","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:O02266]"
"175",174800,"Q7JMI1","WBGene00000114","alh-8","Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P52713]"
"176",174800,"P52713","WBGene00000114","alh-8","Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P52713]"
"177",175820,"P46562","WBGene00000115","alh-9","Putative aldehyde dehydrogenase family 7 member A1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P46562]"
"178",180979,"Q18822","WBGene00000116","alh-10","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q18822]"
"179",185679,"Q20352","WBGene00000117","alh-11","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q20352]"
"180",185679,"Q8MNS6","WBGene00000117","alh-11","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q20352]"
"181",176056,"Q7Z1Q3","WBGene00000118","alh-12","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q7Z1Q3]"
"182",176056,"Q7Z1Q2","WBGene00000118","alh-12","ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q7Z1Q3]"
"183",177735,"Q17561","WBGene00000120","aly-1","Ref/ALY RNA export adaptor family  [Source:UniProtKB/TrEMBL;Acc:Q17561]"
"184",177738,"O62183","WBGene00000121","aly-2","Ref/ALY RNA export adaptor family  [Source:UniProtKB/TrEMBL;Acc:O62183]"
"185",178157,"Q21559","WBGene00000122","aly-3","Ref/ALY RNA export adaptor family  [Source:UniProtKB/TrEMBL;Acc:Q21559]"
"186",177190,"P16356","WBGene00000123","ama-1","DNA-directed RNA polymerase II subunit RPB1  [Source:UniProtKB/Swiss-Prot;Acc:P16356]"
"187",180729,"P54145","WBGene00000133","amt-1","Putative ammonium transporter 1  [Source:UniProtKB/Swiss-Prot;Acc:P54145]"
"188",186047,"Q20605","WBGene00000134","amt-2","Putative ammonium transporter 2  [Source:UniProtKB/Swiss-Prot;Acc:Q20605]"
"189",174338,"Q21565","WBGene00000135","amt-3","Putative ammonium transporter 3  [Source:UniProtKB/Swiss-Prot;Acc:Q21565]"
"190",180728,"Q17663","WBGene00000136","amt-4","Ammonium transporter  [Source:UniProtKB/TrEMBL;Acc:Q17663]"
"191",175493,"Q21988","WBGene00000137","amx-1","Amine oxidase family member 1  [Source:UniProtKB/Swiss-Prot;Acc:Q21988]"
"192",173146,"Q9XXU5","WBGene00000138","amx-2","AMine oXidase family  [Source:UniProtKB/TrEMBL;Acc:Q9XXU5]"
"193",184919,"E0AHD3","WBGene00000139","amx-3","AMine oXidase family  [Source:UniProtKB/TrEMBL;Acc:E0AHD3]"
