"","entrezgene","uniprot_gn","ensembl_gene_id","external_gene_name","description"
"29",NA,"","ENSTRUG00000000029","MGAT3","mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7046]"
"30",NA,"","ENSTRUG00000000030","",""
"31",NA,"","ENSTRUG00000000031","nrip1b","nuclear receptor interacting protein 1b [Source:ZFIN;Acc:ZDB-GENE-030131-4173]"
"32",NA,"","ENSTRUG00000000032","c1qtnf6b","C1q and TNF related 6b [Source:ZFIN;Acc:ZDB-GENE-080411-1]"
"33",NA,"","ENSTRUG00000000033","serhl","serine hydrolase-like [Source:ZFIN;Acc:ZDB-GENE-030131-1368]"
"34",NA,"","ENSTRUG00000000034","mb","myoglobin [Source:ZFIN;Acc:ZDB-GENE-040426-1430]"
"35",654280,"","ENSTRUG00000000035","dmrta1","Takifugu rubripes DMRT like family A1 (dmrta1), mRNA. [Source:RefSeq mRNA;Acc:NM_001037948]"
"36",NA,"","ENSTRUG00000000036","",""
"37",NA,"","ENSTRUG00000000037","pane1","proliferation associated nuclear element [Source:ZFIN;Acc:ZDB-GENE-040611-4]"
"38",NA,"","ENSTRUG00000000038","",""
"39",NA,"","ENSTRUG00000000039","zgc:158803","C7orf55-LUC7L2 readthrough [Source:HGNC Symbol;Acc:HGNC:44671]"
"40",101072202,"","ENSTRUG00000000040","fabp2","fatty acid binding protein 2, intestinal [Source:ZFIN;Acc:ZDB-GENE-991019-5]"
"41",NA,"","ENSTRUG00000000041","",""
"42",NA,"","ENSTRUG00000000042","jag2a","jagged 2a [Source:ZFIN;Acc:ZDB-GENE-130530-549]"
"43",NA,"","ENSTRUG00000000043","",""
"44",NA,"","ENSTRUG00000000044","",""
"45",NA,"","ENSTRUG00000000045","KCNJ4","potassium voltage-gated channel subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:6265]"
"46",NA,"","ENSTRUG00000000046","",""
"47",101065251,"Q6WNS7","ENSTRUG00000000047","SOX10","SRY-box 10 [Source:HGNC Symbol;Acc:HGNC:11190]"
"48",NA,"","ENSTRUG00000000048","",""
"49",NA,"","ENSTRUG00000000049","rnaseh2a","ribonuclease H2, subunit A [Source:ZFIN;Acc:ZDB-GENE-040426-976]"
"50",NA,"","ENSTRUG00000000050","",""
"51",NA,"","ENSTRUG00000000051","",""
"52",NA,"","ENSTRUG00000000052","",""
"53",NA,"","ENSTRUG00000000053","",""
"54",NA,"","ENSTRUG00000000054","",""
"55",NA,"","ENSTRUG00000000055","grin2bb","glutamate receptor, ionotropic, N-methyl D-aspartate 2B, genome duplicate b [Source:ZFIN;Acc:ZDB-GENE-061207-27]"
"56",NA,"","ENSTRUG00000000056","",""
"57",NA,"","ENSTRUG00000000057","",""
"58",101067412,"","ENSTRUG00000000058","",""
"59",101073551,"","ENSTRUG00000000059","",""
"60",NA,"","ENSTRUG00000000060","",""
"61",NA,"","ENSTRUG00000000061","",""
"62",NA,"","ENSTRUG00000000062","",""
"63",NA,"","ENSTRUG00000000063","",""
"64",NA,"","ENSTRUG00000000064","",""
"65",NA,"","ENSTRUG00000000065","SNRPA1","small nuclear ribonucleoprotein polypeptide A' [Source:HGNC Symbol;Acc:HGNC:11152]"
"66",NA,"","ENSTRUG00000000066","",""
"67",NA,"","ENSTRUG00000000067","",""
"68",101076038,"","ENSTRUG00000000068","pmvk (1 of many)","phosphomevalonate kinase [Source:ZFIN;Acc:ZDB-GENE-070410-91]"
"69",101069804,"","ENSTRUG00000000068","pmvk (1 of many)","phosphomevalonate kinase [Source:ZFIN;Acc:ZDB-GENE-070410-91]"
"70",NA,"","ENSTRUG00000000069","",""
"71",654296,"","ENSTRUG00000000070","ahr2b","Takifugu rubripes aryl hydrocarbon receptor 2B (ahr2b), mRNA. [Source:RefSeq mRNA;Acc:NM_001037963]"
"72",NA,"","ENSTRUG00000000071","",""
"73",101070032,"","ENSTRUG00000000072","",""
"74",NA,"","ENSTRUG00000000073","",""
"75",NA,"","ENSTRUG00000000074","nucks1a","nuclear casein kinase and cyclin-dependent kinase substrate 1a [Source:ZFIN;Acc:ZDB-GENE-040912-175]"
"76",NA,"","ENSTRUG00000000075","",""
"77",NA,"","ENSTRUG00000000076","si:ch211-117k10.3","si:ch211-117k10.3 [Source:ZFIN;Acc:ZDB-GENE-141212-273]"
"78",NA,"","ENSTRUG00000000077","elk4","ELK4, ETS-domain protein [Source:ZFIN;Acc:ZDB-GENE-030716-1]"
"79",NA,"","ENSTRUG00000000078","ccdc85cb","coiled-coil domain containing 85C, b [Source:ZFIN;Acc:ZDB-GENE-040718-373]"
"80",NA,"","ENSTRUG00000000079","",""
"81",NA,"","ENSTRUG00000000080","mfsd6a","major facilitator superfamily domain containing 6a [Source:ZFIN;Acc:ZDB-GENE-050208-335]"
"82",NA,"","ENSTRUG00000000081","cfdp1","craniofacial development protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5736]"
"83",NA,"","ENSTRUG00000000082","nab1a","NGFI-A binding protein 1a (EGR1 binding protein 1) [Source:ZFIN;Acc:ZDB-GENE-050208-574]"
"84",NA,"","ENSTRUG00000000083","mfsd4aa","major facilitator superfamily domain containing 4Aa [Source:ZFIN;Acc:ZDB-GENE-040426-1643]"
"85",NA,"","ENSTRUG00000000084","",""
"86",NA,"","ENSTRUG00000000085","",""
"87",NA,"","ENSTRUG00000000086","glsa","glutaminase a [Source:ZFIN;Acc:ZDB-GENE-050204-3]"
"88",NA,"","ENSTRUG00000000087","",""
"89",NA,"","ENSTRUG00000000088","",""
"90",NA,"","ENSTRUG00000000089","",""
"91",NA,"","ENSTRUG00000000090","",""
"92",NA,"","ENSTRUG00000000091","si:dkey-166c18.1","cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751]"
"93",NA,"","ENSTRUG00000000092","cyc1","cytochrome c-1 [Source:ZFIN;Acc:ZDB-GENE-031105-2]"
"94",NA,"","ENSTRUG00000000093","zgc:162872","zgc:162872 [Source:ZFIN;Acc:ZDB-GENE-081022-1]"
"95",101078429,"","ENSTRUG00000000094","ergic3","ERGIC and golgi 3 [Source:ZFIN;Acc:ZDB-GENE-040426-795]"
"96",NA,"","ENSTRUG00000000095","zar1l","zygote arrest 1-like [Source:ZFIN;Acc:ZDB-GENE-060810-119]"
"97",NA,"","ENSTRUG00000000096","",""
"98",NA,"","ENSTRUG00000000097","",""
"99",NA,"","ENSTRUG00000000098","",""
"100",NA,"","ENSTRUG00000000099","",""
"101",NA,"","ENSTRUG00000000100","",""
"102",101077596,"","ENSTRUG00000000101","kl","klotho [Source:ZFIN;Acc:ZDB-GENE-110221-1]"
"103",NA,"","ENSTRUG00000000102","stat1a","signal transducer and activator of transcription 1a [Source:ZFIN;Acc:ZDB-GENE-980526-499]"
"104",101066606,"","ENSTRUG00000000103","klhdc8a","kelch domain containing 8A [Source:ZFIN;Acc:ZDB-GENE-120810-3]"
"105",NA,"","ENSTRUG00000000104","",""
"106",NA,"","ENSTRUG00000000105","eif6","eukaryotic translation initiation factor 6 [Source:ZFIN;Acc:ZDB-GENE-031118-110]"
"107",NA,"","ENSTRUG00000000106","",""
"108",NA,"","ENSTRUG00000000107","",""
"109",101078814,"","ENSTRUG00000000108","",""
"110",NA,"","ENSTRUG00000000109","lacc1","laccase (multicopper oxidoreductase) domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081104-155]"
"111",NA,"","ENSTRUG00000000110","",""
"112",NA,"","ENSTRUG00000000111","",""
"113",NA,"","ENSTRUG00000000112","",""
"114",NA,"","ENSTRUG00000000113","",""
"115",NA,"","ENSTRUG00000000114","zmp:0000001114","zmp:0000001114 [Source:ZFIN;Acc:ZDB-GENE-140106-74]"
"116",NA,"","ENSTRUG00000000115","slc41a1","solute carrier family 41 (magnesium transporter), member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4700]"
"117",NA,"","ENSTRUG00000000116","LMLN","leishmanolysin like peptidase [Source:HGNC Symbol;Acc:HGNC:15991]"
"118",NA,"","ENSTRUG00000000117","",""
"119",NA,"","ENSTRUG00000000118","map1lc3a","microtubule-associated protein 1 light chain 3 alpha [Source:ZFIN;Acc:ZDB-GENE-040426-2232]"
"120",NA,"","ENSTRUG00000000119","",""
"121",NA,"","ENSTRUG00000000120","",""
"122",101077142,"","ENSTRUG00000000121","rfc3","replication factor C (activator 1) 3 [Source:ZFIN;Acc:ZDB-GENE-020809-3]"
"123",NA,"","ENSTRUG00000000122","",""
"124",101079871,"","ENSTRUG00000000123","TUBA1B (1 of many)","tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]"
"125",NA,"","ENSTRUG00000000124","",""
"126",NA,"","ENSTRUG00000000125","",""
"127",NA,"","ENSTRUG00000000126","",""
"128",NA,"","ENSTRUG00000000127","",""
"129",NA,"","ENSTRUG00000000128","",""
"130",105419347,"","ENSTRUG00000000129","",""
"131",NA,"","ENSTRUG00000000130","",""
"132",NA,"","ENSTRUG00000000131","spast","spastin [Source:ZFIN;Acc:ZDB-GENE-040426-2331]"
"133",446040,"","ENSTRUG00000000132","mstna","Takifugu rubripes myostatin 1 (LOC446040), mRNA. [Source:RefSeq mRNA;Acc:NM_001032671]"
"134",NA,"","ENSTRUG00000000133","",""
"135",NA,"","ENSTRUG00000000134","CACNG2","calcium voltage-gated channel auxiliary subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:1406]"
"136",NA,"","ENSTRUG00000000135","",""
"137",NA,"","ENSTRUG00000000136","",""
"138",NA,"","ENSTRUG00000000137","chd4a","chromodomain helicase DNA binding protein 4a [Source:ZFIN;Acc:ZDB-GENE-041111-187]"
"139",NA,"","ENSTRUG00000000138","",""
"140",NA,"","ENSTRUG00000000139","pgpep1","pyroglutamyl-peptidase I [Source:ZFIN;Acc:ZDB-GENE-050522-88]"
"141",NA,"","ENSTRUG00000000140","",""
"142",NA,"","ENSTRUG00000000141","",""
"143",NA,"","ENSTRUG00000000142","greb1","growth regulation by estrogen in breast cancer 1 [Source:ZFIN;Acc:ZDB-GENE-070112-332]"
"144",NA,"","ENSTRUG00000000143","",""
"145",101065127,"","ENSTRUG00000000144","rpl3","ribosomal protein L3 [Source:ZFIN;Acc:ZDB-GENE-030131-1291]"
"146",NA,"","ENSTRUG00000000145","",""
"147",NA,"","ENSTRUG00000000146","",""
"148",NA,"","ENSTRUG00000000147","",""
"149",NA,"","ENSTRUG00000000148","pik3r3b","phosphoinositide-3-kinase, regulatory subunit 3b (gamma) [Source:ZFIN;Acc:ZDB-GENE-040426-743]"
"150",NA,"","ENSTRUG00000000149","etnk2","ethanolamine kinase 2 [Source:ZFIN;Acc:ZDB-GENE-050913-135]"
"151",NA,"","ENSTRUG00000000150","upf1 (1 of many)","upf1 regulator of nonsense transcripts homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-2836]"
"152",NA,"","ENSTRUG00000000151","",""
"153",NA,"","ENSTRUG00000000152","kirrel3l","kirre like nephrin family adhesion molecule 3, like [Source:ZFIN;Acc:ZDB-GENE-070831-1]"
"154",NA,"","ENSTRUG00000000153","",""
"155",NA,"","ENSTRUG00000000154","",""
"156",NA,"","ENSTRUG00000000155","memo1","mediator of cell motility 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5571]"
"157",NA,"","ENSTRUG00000000156","sox13","SRY (sex determining region Y)-box 13 [Source:ZFIN;Acc:ZDB-GENE-100519-1]"
"158",NA,"","ENSTRUG00000000157","",""
"159",101069759,"","ENSTRUG00000000158","psmb4","proteasome subunit beta 4 [Source:ZFIN;Acc:ZDB-GENE-050417-333]"
"160",101065348,"","ENSTRUG00000000159","slc25a39","solute carrier family 25, member 39 [Source:ZFIN;Acc:ZDB-GENE-040426-1250]"
"161",101062618,"","ENSTRUG00000000160","",""
"162",101067496,"","ENSTRUG00000000161","snrpe","small nuclear ribonucleoprotein polypeptide E [Source:ZFIN;Acc:ZDB-GENE-040426-1112]"
"163",101067277,"","ENSTRUG00000000161","snrpe","small nuclear ribonucleoprotein polypeptide E [Source:ZFIN;Acc:ZDB-GENE-040426-1112]"
"164",101068226,"","ENSTRUG00000000162","mkks","McKusick-Kaufman syndrome [Source:ZFIN;Acc:ZDB-GENE-040426-757]"
"165",101067496,"","ENSTRUG00000000163","SNRPE (1 of many)","small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161]"
"166",101067277,"","ENSTRUG00000000163","SNRPE (1 of many)","small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161]"
"167",NA,"","ENSTRUG00000000164","txnl1","thioredoxin-like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-701]"
"168",NA,"","ENSTRUG00000000165","",""
"169",NA,"","ENSTRUG00000000166","map3k2","mitogen-activated protein kinase kinase kinase 2 [Source:ZFIN;Acc:ZDB-GENE-120215-96]"
"170",NA,"","ENSTRUG00000000167","CDC42","cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736]"
"171",101070832,"","ENSTRUG00000000168","",""
"172",NA,"","ENSTRUG00000000169","jag1b (1 of many)","jagged 1b [Source:ZFIN;Acc:ZDB-GENE-011128-4]"
"173",101067539,"","ENSTRUG00000000170","btbd3b","BTB (POZ) domain containing 3b [Source:ZFIN;Acc:ZDB-GENE-041210-282]"
"174",101067063,"","ENSTRUG00000000171","HOMER3","homer scaffolding protein 3 [Source:HGNC Symbol;Acc:HGNC:17514]"
"175",101068089,"","ENSTRUG00000000172","wnt4a","wingless-type MMTV integration site family, member 4a [Source:ZFIN;Acc:ZDB-GENE-980526-352]"
"176",NA,"","ENSTRUG00000000173","zfhx4","zinc finger homeobox 4 [Source:ZFIN;Acc:ZDB-GENE-070530-3]"
"177",101061689,"","ENSTRUG00000000174","LHX1","LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6593]"
"178",NA,"","ENSTRUG00000000175","nphs1","nephrosis 1, congenital, Finnish type (nephrin) [Source:ZFIN;Acc:ZDB-GENE-051102-1]"
"179",101068684,"","ENSTRUG00000000176","sptlc3","serine palmitoyltransferase, long chain base subunit 3 [Source:ZFIN;Acc:ZDB-GENE-041210-281]"
"180",NA,"","ENSTRUG00000000177","rfx5","regulatory factor X, 5 [Source:ZFIN;Acc:ZDB-GENE-070717-3]"
"181",NA,"","ENSTRUG00000000178","si:dkey-151m15.5","RUN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25418]"
"182",NA,"","ENSTRUG00000000179","",""
"183",NA,"","ENSTRUG00000000180","PI4KB (1 of many)","phosphatidylinositol 4-kinase beta [Source:HGNC Symbol;Acc:HGNC:8984]"
"184",NA,"","ENSTRUG00000000181","",""
"185",NA,"","ENSTRUG00000000182","",""
"186",101061915,"","ENSTRUG00000000183","dhrs13a.3","dehydrogenase/reductase (SDR family) member 13a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-041114-134]"
"187",101065808,"","ENSTRUG00000000184","rpl27","ribosomal protein L27 [Source:ZFIN;Acc:ZDB-GENE-030131-4343]"
"188",NA,"","ENSTRUG00000000185","",""
"189",101067322,"","ENSTRUG00000000186","klhl32","kelch-like family member 32 [Source:ZFIN;Acc:ZDB-GENE-070209-47]"
"190",NA,"","ENSTRUG00000000187","LRP8","LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]"
"191",NA,"","ENSTRUG00000000188","dhrs13b","dehydrogenase/reductase (SDR family) member 13b [Source:ZFIN;Acc:ZDB-GENE-040801-253]"
"192",NA,"","ENSTRUG00000000189","tspy","testis specific protein, Y-linked [Source:ZFIN;Acc:ZDB-GENE-030131-9158]"
"193",101064440,"","ENSTRUG00000000190","lpin1","lipin 1 [Source:ZFIN;Acc:ZDB-GENE-080722-2]"
"194",101067286,"","ENSTRUG00000000191","cers4b","ceramide synthase 4b [Source:ZFIN;Acc:ZDB-GENE-110719-2]"
"195",NA,"","ENSTRUG00000000192","pex2","peroxisomal biogenesis factor 2 [Source:ZFIN;Acc:ZDB-GENE-070530-2]"
"196",NA,"","ENSTRUG00000000193","",""
"197",NA,"","ENSTRUG00000000194","",""
"198",NA,"","ENSTRUG00000000195","eno2","enolase 2 [Source:ZFIN;Acc:ZDB-GENE-040704-27]"
"199",NA,"","ENSTRUG00000000196","si:ch211-113j14.1","si:ch211-113j14.1 [Source:ZFIN;Acc:ZDB-GENE-120215-110]"
"200",NA,"","ENSTRUG00000000197","",""
"201",NA,"","ENSTRUG00000000198","hnf4g","hepatocyte nuclear factor 4, gamma [Source:ZFIN;Acc:ZDB-GENE-060929-100]"
"202",NA,"","ENSTRUG00000000199","ifi35","interferon-induced protein 35 [Source:ZFIN;Acc:ZDB-GENE-100311-2]"
"203",NA,"","ENSTRUG00000000200","",""
"204",NA,"","ENSTRUG00000000201","phf12b","PHD finger protein 12b [Source:ZFIN;Acc:ZDB-GENE-110628-2]"
"205",101067767,"","ENSTRUG00000000202","ism1","isthmin 1 [Source:ZFIN;Acc:ZDB-GENE-050523-3]"
"206",101066192,"","ENSTRUG00000000203","bcat2","branched chain amino-acid transaminase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040718-425]"
"207",NA,"","ENSTRUG00000000204","",""
"208",NA,"","ENSTRUG00000000205","mindy1","MINDY lysine 48 deubiquitinase 1 [Source:ZFIN;Acc:ZDB-GENE-070717-2]"
"209",101067507,"","ENSTRUG00000000206","TIMM44","translocase of inner mitochondrial membrane 44 [Source:HGNC Symbol;Acc:HGNC:17316]"
"210",NA,"","ENSTRUG00000000207","sez6b","seizure related 6 homolog b [Source:ZFIN;Acc:ZDB-GENE-110628-3]"
"211",NA,"","ENSTRUG00000000208","gramd1bb","GRAM domain containing 1Bb [Source:ZFIN;Acc:ZDB-GENE-140106-106]"
"212",NA,"","ENSTRUG00000000209","tasp1","taspase, threonine aspartase, 1 [Source:ZFIN;Acc:ZDB-GENE-070424-242]"
"213",NA,"","ENSTRUG00000000210","",""
"214",101069099,"","ENSTRUG00000000211","gnb3b","guanine nucleotide binding protein (G protein), beta polypeptide 3b [Source:ZFIN;Acc:ZDB-GENE-040426-2280]"
"215",NA,"","ENSTRUG00000000212","whrna","whirlin a [Source:ZFIN;Acc:ZDB-GENE-091118-27]"
"216",NA,"","ENSTRUG00000000213","",""
"217",NA,"","ENSTRUG00000000214","wdr13","WD repeat domain 13 [Source:ZFIN;Acc:ZDB-GENE-050522-274]"
"218",NA,"","ENSTRUG00000000215","mms22l","MMS22-like, DNA repair protein [Source:ZFIN;Acc:ZDB-GENE-030131-3869]"
"219",NA,"","ENSTRUG00000000216","stxbp1a","syntaxin binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-050626-106]"
"220",NA,"","ENSTRUG00000000217","",""
"221",NA,"","ENSTRUG00000000218","ndufb9","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9 [Source:ZFIN;Acc:ZDB-GENE-030131-8364]"
"222",NA,"","ENSTRUG00000000219","",""
"223",101074233,"","ENSTRUG00000000220","",""
"224",101074012,"","ENSTRUG00000000220","",""
"225",NA,"","ENSTRUG00000000221","",""
"226",NA,"","ENSTRUG00000000222","",""
"227",NA,"","ENSTRUG00000000223","",""
"228",NA,"","ENSTRUG00000000224","",""
"229",NA,"","ENSTRUG00000000225","gfpt2","glutamine-fructose-6-phosphate transaminase 2 [Source:ZFIN;Acc:ZDB-GENE-071113-1]"
"230",NA,"","ENSTRUG00000000226","nsrp1","nuclear speckle splicing regulatory protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2646]"
"231",NA,"","ENSTRUG00000000227","",""
"232",101075803,"","ENSTRUG00000000228","porcn","porcupine O-acyltransferase [Source:ZFIN;Acc:ZDB-GENE-081105-87]"
"233",NA,"","ENSTRUG00000000229","si:dkey-94e7.1","si:dkey-94e7.1 [Source:ZFIN;Acc:ZDB-GENE-070912-610]"
"234",101063548,"","ENSTRUG00000000230","",""
"235",101061248,"","ENSTRUG00000000230","",""
"236",NA,"","ENSTRUG00000000231","",""
"237",101070203,"","ENSTRUG00000000232","tmem198b","transmembrane protein 198b [Source:ZFIN;Acc:ZDB-GENE-050809-123]"
"238",NA,"","ENSTRUG00000000233","hsf1","heat shock transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-000616-16]"
"239",NA,"","ENSTRUG00000000234","DYNLRB1","dynein light chain roadblock-type 1 [Source:HGNC Symbol;Acc:HGNC:15468]"
"240",NA,"","ENSTRUG00000000235","",""
"241",NA,"","ENSTRUG00000000236","pign","phosphatidylinositol glycan anchor biosynthesis, class N [Source:ZFIN;Acc:ZDB-GENE-080204-114]"
"242",NA,"","ENSTRUG00000000237","zbtb40","zinc finger and BTB domain containing 40 [Source:ZFIN;Acc:ZDB-GENE-030131-1704]"
"243",101076971,"","ENSTRUG00000000238","",""
"244",101067547,"","ENSTRUG00000000239","pou3f2b","POU class 3 homeobox 2b [Source:ZFIN;Acc:ZDB-GENE-980526-370]"
"245",NA,"","ENSTRUG00000000240","cyldl","cylindromatosis (turban tumor syndrome), like [Source:ZFIN;Acc:ZDB-GENE-131127-190]"
"246",NA,"","ENSTRUG00000000241","fbxl4","F-box and leucine-rich repeat protein 4 [Source:ZFIN;Acc:ZDB-GENE-041114-187]"
"247",NA,"","ENSTRUG00000000242","pipox","pipecolic acid oxidase [Source:ZFIN;Acc:ZDB-GENE-110627-2]"
"248",NA,"","ENSTRUG00000000243","",""
"249",NA,"","ENSTRUG00000000244","pdlim4","PDZ and LIM domain 4 [Source:ZFIN;Acc:ZDB-GENE-070308-5]"
"250",NA,"","ENSTRUG00000000245","cyb561d1","cytochrome b561 family, member D1 [Source:ZFIN;Acc:ZDB-GENE-040912-157]"
"251",NA,"","ENSTRUG00000000246","",""
"252",NA,"","ENSTRUG00000000247","desmb","desmin b [Source:ZFIN;Acc:ZDB-GENE-061027-102]"
"253",NA,"","ENSTRUG00000000248","",""
"254",NA,"","ENSTRUG00000000249","coro6","coronin 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1202]"
"255",NA,"","ENSTRUG00000000250","irf1a","interferon regulatory factor 1a [Source:ZFIN;Acc:ZDB-GENE-060421-4031]"
"256",NA,"","ENSTRUG00000000251","atxn7l2a","ataxin 7-like 2a [Source:ZFIN;Acc:ZDB-GENE-060519-13]"
"257",NA,"","ENSTRUG00000000252","",""
"258",NA,"","ENSTRUG00000000253","zgc:66014","zgc:66014 [Source:ZFIN;Acc:ZDB-GENE-040426-1507]"
"259",101063763,"","ENSTRUG00000000254","nip7","NIP7, nucleolar pre-rRNA processing protein [Source:ZFIN;Acc:ZDB-GENE-050522-256]"
"260",NA,"","ENSTRUG00000000255","hsd17b14","hydroxysteroid (17-beta) dehydrogenase 14 [Source:ZFIN;Acc:ZDB-GENE-040801-24]"
"261",NA,"","ENSTRUG00000000256","faxcb","failed axon connections homolog b [Source:ZFIN;Acc:ZDB-GENE-100922-19]"
"262",NA,"","ENSTRUG00000000257","si:ch211-119o8.4","si:ch211-119o8.4 [Source:ZFIN;Acc:ZDB-GENE-070912-15]"
"263",NA,"","ENSTRUG00000000258","slc25a36b (1 of many)","solute carrier family 25 (pyrimidine nucleotide carrier ), member 36b [Source:ZFIN;Acc:ZDB-GENE-080219-28]"
"264",NA,"","ENSTRUG00000000259","",""
"265",101068873,"","ENSTRUG00000000260","sypl2a","synaptophysin-like 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1434]"
"266",101071441,"","ENSTRUG00000000261","polr2i","polymerase (RNA) II (DNA directed) polypeptide I [Source:ZFIN;Acc:ZDB-GENE-041010-106]"
"267",NA,"","ENSTRUG00000000262","coq3","coenzyme Q3 methyltransferase [Source:ZFIN;Acc:ZDB-GENE-040718-364]"
"268",NA,"","ENSTRUG00000000263","",""
"269",NA,"","ENSTRUG00000000264","",""
"270",NA,"","ENSTRUG00000000265","c1qtnf12 (1 of many)","C1q and TNF related 12 [Source:ZFIN;Acc:ZDB-GENE-061215-120]"
"271",NA,"","ENSTRUG00000000266","si:ch73-162j3.4",""
"272",NA,"","ENSTRUG00000000267","fam114a2","family with sequence similarity 114, member A2 [Source:ZFIN;Acc:ZDB-GENE-030131-6308]"
"273",NA,"","ENSTRUG00000000268","agap2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:ZFIN;Acc:ZDB-GENE-061103-343]"
"274",445968,"","ENSTRUG00000000269","fut9b","Takifugu rubripes alpha3-fucosyltransferase (fut9b), mRNA. [Source:RefSeq mRNA;Acc:NM_001032635]"
"275",NA,"","ENSTRUG00000000270","",""
"276",NA,"","ENSTRUG00000000271","zdhhc7","zinc finger, DHHC-type containing 7 [Source:ZFIN;Acc:ZDB-GENE-040718-346]"
"277",NA,"","ENSTRUG00000000272","",""
"278",NA,"","ENSTRUG00000000273","bop1","block of proliferation 1 [Source:ZFIN;Acc:ZDB-GENE-030219-109]"
"279",NA,"","ENSTRUG00000000274","snrpd2","small nuclear ribonucleoprotein D2 polypeptide [Source:ZFIN;Acc:ZDB-GENE-040914-10]"
